,baseline,rank5_1d,rank5_2d,gap3_1d,gap3_2d,gap5_1d,gap5_2d,gap10_1d,gap10_2d,rank8_gap5_1d,rank8_gap5_2d,top1_gap5_1d,top1_gap5_2d
2020-10-29,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678
2020-10-30,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664
2020-11-02,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623
2020-11-03,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424
2020-11-04,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124
2020-11-05,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259
2020-11-06,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832
2020-11-09,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156
2020-11-10,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052
2020-11-11,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344
2020-11-12,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007
2020-11-13,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906
2020-11-16,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234
2020-11-17,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344
2020-11-18,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453
2020-11-19,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563
2020-11-20,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672
2020-11-23,100335.76501318,100335.76501318,100335.76501318,100335.76501318,100335.76501318,100335.76501318,100335.76501318,100335.76501318,100335.76501318,100335.76501318,100335.76501318,100335.76501318,100335.76501318
2020-11-24,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211
2020-11-25,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219
2020-11-26,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329
2020-11-27,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438
2020-11-30,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766
2020-12-01,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876
2020-12-02,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985
2020-12-03,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095
2020-12-04,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204
2020-12-07,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532
2020-12-08,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642
2020-12-09,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751
2020-12-10,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786
2020-12-11,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197
2020-12-14,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298
2020-12-15,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408
2020-12-16,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517
2020-12-17,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627
2020-12-18,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736
2020-12-21,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064
2020-12-22,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174
2020-12-23,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283
2020-12-24,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393
2020-12-25,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502
2020-12-28,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183
2020-12-29,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594
2020-12-30,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049
2020-12-31,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159
2021-01-04,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596
2021-01-05,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706
2021-01-06,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815
2021-01-07,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925
2021-01-08,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034
2021-01-11,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362
2021-01-12,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472
2021-01-13,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581
2021-01-14,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169
2021-01-15,100515.573232358,100515.573232358,100515.573232358,100515.573232358,100515.573232358,100515.573232358,100515.573232358,100515.573232358,100515.573232358,100515.573232358,100515.573232358,100515.573232358,100515.573232358
2021-01-18,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128
2021-01-19,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238
