symbol,entry_date,entry_completed_date,exit_date,exit_completed_date,buy_fill_count,sell_fill_count,quantity,average_buy_price,average_sell_price,buy_cost,sell_proceeds,total_fees,net_pnl,net_return,holding_days,outcome
512400.SH,2024-03-18,2024-03-19,2024-05-06,2024-05-06,2,1,105500.0,1.0086231272013606,1.0337579666614534,106441.66284171947,109028.7470431385,64.64136162075806,2587.0842014190275,0.02430518400737558,30,胜
515880.SH,2024-05-06,2024-05-06,2024-05-21,2024-05-21,1,1,539200.0,0.20224240704178803,0.19676359690427772,109081.82060869518,106063.10297135131,64.54321119831559,-3018.7176373438706,-0.02767388388366554,11,负
512200.SH,2024-05-21,2024-05-21,2024-05-31,2024-05-31,1,1,71900.0,1.4737664028644564,1.3643608561992648,105995.5935072642,98068.11629705892,61.218404978004465,-7927.477210205281,-0.07479062994880048,8,负
159985.SZ,2024-05-31,2024-05-31,2024-06-04,2024-06-04,1,1,43700.0,2.2446905031204225,2.2153383352279663,98122.40287885837,96781.24216388729,58.47097807074737,-1341.1607149710762,-0.013668241661660807,2,负
159920.SZ,2024-06-04,2024-06-04,2024-06-11,2024-06-11,1,1,87700.0,1.1023211513042452,1.0956836028575898,96702.56703887312,96062.62453501944,57.82950508199787,-639.9425038536865,-0.00661763718843611,4,负
518880.SH,2024-06-11,2024-06-11,2024-06-12,2024-06-12,1,1,18200.0,5.2563,5.2466961828231815,95693.359398,95461.22356622369,57.34635915821457,-232.1358317763079,-0.0024258301018655892,1,负
159941.SZ,2024-06-12,2024-06-12,2024-07-15,2024-07-15,1,1,90000.0,1.0648674363374708,1.1299409161686897,95866.8206911535,101664.17405044552,59.259825517666336,5797.3533592920285,0.06047299073335188,23,胜
159920.SZ,2024-07-15,2024-07-15,2024-07-18,2024-07-18,1,1,90600.0,1.1213440047740937,1.0876931866645814,101624.24496258264,98515.43921099753,60.04163086330318,-3108.8057515851106,-0.030591181786686406,3,负
513500.SH,2024-07-18,2024-07-18,2024-07-26,2024-07-26,1,1,49100.0,2.007405493712425,1.8958673228263854,98593.17882420246,93059.15942511028,57.49520858761667,-5534.019399092183,-0.05612984047263225,6,负
588200.SH,2024-07-26,2024-07-26,2024-08-06,2024-08-06,1,1,97300.0,0.9561459832906724,0.9528551961898805,93060.91407543467,92684.99674609858,55.72374442903734,-375.91732933609455,-0.004039476004194187,7,负
588200.SH,2024-08-07,2024-08-07,2024-08-08,2024-08-08,1,1,97500.0,0.9501388009548191,0.9298827942848205,92666.32465302278,90636.37337103716,54.99063166075945,-2029.9512819856172,-0.021906029936835325,1,负
513520.SH,2024-08-19,2024-08-19,2024-09-05,2024-09-05,1,1,60700.0,1.4920176353812216,1.4161659572005272,90592.64010878044,85935.48521999139,52.95802322091364,-4657.154888789053,-0.051407651694408085,13,负
